,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,1.0,0.297823876871,0.359424082074,0.324518980759,0.410760122951,0.34470675267,0.302091362212,0.305813810151,0.301467307472,0.340762311525,0.297223822439,0.734514698404,0.336641072358,0.294106630848,0.360286777385,0.288398745531,0.465114086366,0.679597100019,0.340876035634,0.403061655817,0.480609948611,0.294265000971,0.324213022995,0.42294790654,0.416738411041,0.336083719058,0.353992948863,0.685916374562,0.333139556926,0.347874984006,0.366631788966,0.684112873501,0.314424457175,0.344236345826,0.309977343291,0.330728334257,0.325805657738,0.356984796418,0.308987534167,0.33453296147,0.354925549484,0.400032417538,0.333763054405,0.304657043178,0.324937354747,0.310760715998,0.354908299376,0.360897118913,0.29857952512,0.357414597031,0.331660188929,0.315687022654,0.35148923986,0.323879065054,0.372081287242,0.333431596216,0.720396898829,0.344529143933,0.3747585277,0.334101367534,0.697400300812,0.719929057201,0.282894569503
1,0.297823876871,1.0,0.449662579506,0.508716992027,0.440360683909,0.459516651128,0.462547324344,0.492279633898,0.482588688359,0.455516311731,0.469487785134,0.299946472678,0.473259625892,0.494254040216,0.456369848256,0.479900710972,0.392022622414,0.294201322065,0.462316700074,0.44808234741,0.391224629418,0.502719741454,0.466397208617,0.428811392417,0.427427097084,0.434133764503,0.440743759552,0.293837310126,0.440601685444,0.431453620522,0.462254172015,0.294898299861,0.497582991339,0.450592473812,0.452502850259,0.474304532455,0.471704404884,0.467135537863,0.406546286624,0.48203713159,0.415440710209,0.416154494753,0.500662933783,0.497240368832,0.461508745574,0.459888515826,0.441575407477,0.451659644435,0.487314747876,0.451736934337,0.458398258234,0.461087397059,0.446380530607,0.459399667078,0.453596814034,0.447740229695,0.297488180619,0.45384034665,0.439763126885,0.491230350894,0.296627755328,0.295409732882,0.480134024837
2,0.359424082074,0.449662579506,1.0,0.506399665377,0.535268697629,0.534009962252,0.465973040849,0.511300430238,0.444287827895,0.544028811625,0.484026452069,0.361719531037,0.52434954544,0.466324807704,0.549342139209,0.468792964117,0.50099851649,0.366492967128,0.538745348776,0.544948714902,0.485002494964,0.485399565747,0.514632782076,0.526344177596,0.517001537828,0.501976242017,0.549135342239,0.364189496974,0.425436282085,0.509263438434,0.535241280166,0.369398407934,0.488955261029,0.530765159456,0.512427934872,0.526345854799,0.527766949376,0.531859035735,0.381415496015,0.527381417602,0.509490074455,0.50871436311,0.540256598007,0.437678961599,0.512956462514,0.492925294038,0.535958393718,0.530141698747,0.503402164916,0.532301681147,0.520661851167,0.529593921594,0.533483253192,0.550146318372,0.566874395837,0.475055674859,0.362807094998,0.524188591099,0.530224663808,0.520169275991,0.365915683494,0.360892456525,0.415752175343
3,0.324518980759,0.508716992027,0.506399665377,1.0,0.505743922591,0.518847554491,0.485308159722,0.543700275834,0.476184379001,0.51903712858,0.516970072705,0.323198783594,0.540833222943,0.501160222227,0.515596716481,0.510070976405,0.452192474467,0.317886036448,0.534652601263,0.523520624371,0.443956618808,0.520894049874,0.526069667215,0.488336850182,0.495152147201,0.489804355356,0.50126611418,0.318313143746,0.438684481802,0.492482915718,0.526643415768,0.320169243329,0.524478704525,0.520924328162,0.5022845059,0.53618644162,0.53609034199,0.546459697351,0.394071626415,0.561085309766,0.476243201876,0.485768899532,0.551171613479,0.488349765917,0.51646302674,0.525888393007,0.50068588542,0.525431846483,0.534638467806,0.533706840111,0.521659956779,0.524195602813,0.50998509687,0.524240951076,0.510655441351,0.472539986542,0.322280693786,0.498162034995,0.49913376867,0.539745864513,0.320235959931,0.321027994969,0.468705424681
4,0.410760122951,0.440360683909,0.535268697629,0.505743922591,1.0,0.551441979864,0.434462079108,0.48751099912,0.427646316899,0.526878960772,0.466448542534,0.405637763035,0.529258218404,0.443256009134,0.543896144675,0.443572437608,0.567927037811,0.395410153102,0.547726724554,0.592948936876,0.546755962525,0.456088721225,0.51307097681,0.608135062654,0.560273121059,0.485596207609,0.538410972882,0.399131495235,0.414731692511,0.506602175555,0.57544259054,0.39825568288,0.473649744903,0.525409690587,0.47964512988,0.525528186743,0.504784972813,0.590359480456,0.370579544163,0.541660319878,0.515549195136,0.55339240735,0.517672843196,0.424934781176,0.503734785585,0.495690128747,0.536776320308,0.557186878728,0.482200810337,0.563876431489,0.52461794553,0.501158639071,0.547010677221,0.513082093135,0.542992244764,0.462352653644,0.401850572412,0.505235425252,0.569537205528,0.5064325298,0.400670621615,0.40354302709,0.395946160825
5,0.34470675267,0.459516651128,0.534009962252,0.518847554491,0.551441979864,1.0,0.459985227876,0.528345694227,0.442730694882,0.553060283346,0.511663052763,0.342319159969,0.540770821664,0.471653249454,0.53989933797,0.473172511482,0.500488333188,0.347981547817,0.57378391658,0.543742577048,0.47638310196,0.48255312729,0.535334706825,0.557582601011,0.530020639835,0.499325931366,0.543246961947,0.350935366379,0.415168368124,0.537604767698,0.571443749137,0.34761344199,0.494188882526,0.548331230891,0.513670381737,0.558759754769,0.535629133357,0.567445802002,0.376250702642,0.561190484047,0.534468909209,0.535472113918,0.537118751955,0.442569945227,0.516208409115,0.51095868215,0.540445228124,0.549406238455,0.519650413168,0.573455894211,0.526848808987,0.541495929629,0.541250344725,0.554358698161,0.53485010048,0.459885171491,0.342280314267,0.509869168923,0.569973780808,0.51571581321,0.345616198326,0.348219862586,0.419830686321
6,0.302091362212,0.462547324344,0.465973040849,0.485308159722,0.434462079108,0.459985227876,1.0,0.491609136718,0.479824107605,0.484856181345,0.483463867133,0.301145778474,0.477901407098,0.476729267591,0.469715037625,0.486215735217,0.399141949743,0.305919224556,0.4667486003,0.45887229539,0.394271547536,0.478851795875,0.471645367412,0.429207273537,0.427151791919,0.444977226306,0.464159050958,0.305587618894,0.439220973783,0.445685895906,0.449228934657,0.305226624426,0.47934493791,0.474974249017,0.485409547931,0.472070427828,0.51153635267,0.452870450162,0.409291093891,0.466387137385,0.428258453723,0.426400528214,0.493009565857,0.490854256037,0.473830059182,0.476361851791,0.458864426419,0.480536102642,0.471591602249,0.460354554439,0.464501510574,0.482645938053,0.447781605059,0.482052392293,0.471237929253,0.454983873128,0.302356954268,0.472137896619,0.437161607063,0.496347371942,0.303850925289,0.303383934829,0.463464918944
7,0.305813810151,0.492279633898,0.511300430238,0.543700275834,0.48751099912,0.528345694227,0.491609136718,1.0,0.476438368074,0.540686579088,0.528420005092,0.305552851069,0.530695191943,0.506691157177,0.505900505454,0.518851340411,0.435399932663,0.308021278815,0.562208178355,0.498089586213,0.421127879269,0.524567377858,0.523950472231,0.473095663081,0.477521440289,0.500263725175,0.516055489838,0.309462699012,0.425640359381,0.508940018315,0.511649699706,0.31014054983,0.51682589637,0.523636602999,0.511260300424,0.540877288628,0.551921895269,0.524139355849,0.391556749072,0.548954394278,0.482454581797,0.473711558855,0.556025394075,0.479275856045,0.51508760183,0.518343839282,0.497644243552,0.520005180732,0.570320913203,0.529666833722,0.51592512631,0.548583413561,0.493521247522,0.538717555518,0.508790712809,0.454268260956,0.306464070826,0.491142580515,0.498597775206,0.536686973661,0.308273460744,0.307344038247,0.455046131699
8,0.301467307472,0.482588688359,0.444287827895,0.476184379001,0.427646316899,0.442730694882,0.479824107605,0.476438368074,1.0,0.45679113833,0.47218041833,0.299841384099,0.467294813076,0.503274306716,0.457460871671,0.48302566312,0.389467338886,0.298517460034,0.446683071875,0.437943567671,0.385207296256,0.489157986784,0.464053884645,0.42363576474,0.41041355063,0.425675243557,0.448149191844,0.300598237177,0.461559315227,0.426088613222,0.438533950311,0.29937947494,0.468570576393,0.460739672401,0.462944248833,0.468469518592,0.466660349348,0.444893260356,0.43007246737,0.459622760469,0.417286592968,0.412497884499,0.475226678799,0.51633120405,0.466349458102,0.460030729178,0.452835338118,0.451846839112,0.461578689328,0.449046035004,0.460003148119,0.458535863731,0.433323930039,0.465422659013,0.451877004712,0.455248393349,0.299543687034,0.458898871134,0.42156330574,0.475907611615,0.298764207796,0.303747597489,0.478574914592
9,0.340762311525,0.455516311731,0.544028811625,0.51903712858,0.526878960772,0.553060283346,0.484856181345,0.540686579088,0.45679113833,1.0,0.521135764911,0.341003587943,0.562571706422,0.477845966006,0.541830502803,0.493270664012,0.482158041063,0.347689356621,0.55202645212,0.545531511737,0.468124250843,0.488555070942,0.54310543215,0.519356229343,0.515918551018,0.518560055075,0.54617028219,0.346275706376,0.425022540237,0.544741888815,0.539947514215,0.347444894667,0.490935069059,0.552265686138,0.52886205396,0.552422096007,0.558243178135,0.537525653844,0.380848063182,0.545837781312,0.518984997222,0.520277005404,0.545790964437,0.452654180836,0.525178152382,0.524257452722,0.535913163624,0.554873913965,0.51991356383,0.547682511476,0.532639637697,0.550834597876,0.528808814708,0.552943760984,0.547128266623,0.464548562236,0.342808074917,0.516381529773,0.530750427018,0.53357189539,0.343921586423,0.342547952307,0.427716583841
